file_name,transcription
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_lock.wav,lock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_lamp.wav,lamp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_shoe.wav,shoe
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_lamp.wav,lamp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_leg.wav,leg
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_fan.wav,fan
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_zoo.wav,zoo
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_one.wav,one
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_fox.wav,fox
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_socks.wav,socks
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_fox.wav,fox
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_ship.wav,ship
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_sand.wav,sand
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_sand.wav,sand
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_sand.wav,sand
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_ship.wav,ship
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_sand.wav,sand
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_lock.wav,lock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_zoo.wav,zoo
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_rock.wav,rock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_rainbow.wav,rainbow
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_lock.wav,lock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_ring.wav,ring
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_leg.wav,leg
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_lamp.wav,lamp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_fox.wav,fox
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_ramp.wav,ramp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_thumb.wav,thumb
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_sick.wav,sick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_one.wav,one
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_socks.wav,socks
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_rainbow.wav,rainbow
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_lock.wav,lock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_fan.wav,fan
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_fox.wav,fox
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_run.wav,run
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_fan.wav,fan
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_ship.wav,ship
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_sun.wav,sun
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_wing.wav,wing
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_lock.wav,lock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_sick.wav,sick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_window.wav,window
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_run.wav,run
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_sick.wav,sick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_rock.wav,rock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_red.wav,red
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_sick.wav,sick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_sick.wav,sick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_rock.wav,rock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_zoo.wav,zoo
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_ship.wav,ship
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_lamp.wav,lamp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_leg.wav,leg
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_chip.wav,chip
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_thumb.wav,thumb
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_chip.wav,chip
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_wing.wav,wing
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_sick.wav,sick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_one.wav,one
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_chick.wav,chick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_leg.wav,leg
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_leg.wav,leg
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_shoe.wav,shoe
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_fan.wav,fan
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_fan.wav,fan
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_chip.wav,chip
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_rainbow.wav,rainbow
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_ramp.wav,ramp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_red.wav,red
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_shoe.wav,shoe
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_thumb.wav,thumb
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_wing.wav,wing
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_chick.wav,chick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_red.wav,red
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_ramp.wav,ramp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_chip.wav,chip
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_leg.wav,leg
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_sand.wav,sand
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_thumb.wav,thumb
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_fox.wav,fox
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_rock.wav,rock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_window.wav,window
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_ramp.wav,ramp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_shoe.wav,shoe
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_window.wav,window
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_rock.wav,rock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_ring.wav,ring
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_fan.wav,fan
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_ship.wav,ship
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_ring.wav,ring
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_chip.wav,chip
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_sun.wav,sun
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_zoo.wav,zoo
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_sick.wav,sick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_red.wav,red
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_rock.wav,rock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_fox.wav,fox
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_zoo.wav,zoo
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_fox.wav,fox
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_shoe.wav,shoe
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_thumb.wav,thumb
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_shoe.wav,shoe
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_fox.wav,fox
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_run.wav,run
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_ramp.wav,ramp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_run.wav,run
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_ring.wav,ring
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_zoo.wav,zoo
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_sand.wav,sand
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_rock.wav,rock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_window.wav,window
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_red.wav,red
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_sand.wav,sand
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_sick.wav,sick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_sand.wav,sand
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_thumb.wav,thumb
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_lamp.wav,lamp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_ramp.wav,ramp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_socks.wav,socks
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_socks.wav,socks
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_sand.wav,sand
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_fox.wav,fox
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_sun.wav,sun
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_shoe.wav,shoe
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_one.wav,one
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_socks.wav,socks
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_lamp.wav,lamp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_chick.wav,chick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_chip.wav,chip
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_red.wav,red
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_ring.wav,ring
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_ramp.wav,ramp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_ship.wav,ship
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_ship.wav,ship
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_leg.wav,leg
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_wing.wav,wing
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_rainbow.wav,rainbow
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_run.wav,run
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_rainbow.wav,rainbow
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_one.wav,one
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cc067participant_red.wav,red
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_fan.wav,fan
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_chick.wav,chick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_run.wav,run
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pe147participant_leg.wav,leg
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_ring.wav,ring
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_sun.wav,sun
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_fan.wav,fan
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_window.wav,window
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_ship.wav,ship
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_sun.wav,sun
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_one.wav,one
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_socks.wav,socks
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_lock.wav,lock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb103participant_zoo.wav,zoo
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_red.wav,red
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_zoo.wav,zoo
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm067participant_chip.wav,chip
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1cb011participant_ring.wav,ring
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_lock.wav,lock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt045participant_socks.wav,socks
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_zoo.wav,zoo
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1pv023participant_red.wav,red
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lm031participant_window.wav,window
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/4M/K1lt133participant_thumb.wav,thumb
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt158participant_shoe.wav,shoe
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1cc014participant_wing.wav,wing
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1RRI016participant_lamp.wav,lamp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1so112participant_ring.wav,ring
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1pe088participant_rainbow.wav,rainbow
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1pv038participant_lock.wav,lock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt214participant_ring.wav,ring
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1WA246participant_sick.wav,sick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1cc014participant_ring.wav,ring
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt158participant_one.wav,one
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1RRI016participant_sand.wav,sand
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt214participant_sick.wav,sick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt112participant_one.wav,one
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt112participant_ramp.wav,ramp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1cc014participant_sun.wav,sun
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1RRI016participant_ramp.wav,ramp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1so112participant_zoo.wav,zoo
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1pv038participant_ramp.wav,ramp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt112participant_chip.wav,chip
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1cc014participant_lock.wav,lock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt112participant_lamp.wav,lamp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1WA246participant_lock.wav,lock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt112participant_shoe.wav,shoe
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt214participant_chip.wav,chip
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1cc014participant_zoo.wav,zoo
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1RRI016participant_chip.wav,chip
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1WA246participant_wing.wav,wing
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1cc014participant_leg.wav,leg
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1pv038participant_ring.wav,ring
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1RRI016participant_fox.wav,fox
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt112participant_rainbow.wav,rainbow
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1pe088participant_red.wav,red
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1RRI016participant_zoo.wav,zoo
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1pv038participant_rock.wav,rock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1pe088participant_window.wav,window
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1pv038participant_window.wav,window
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1RRI016participant_ring.wav,ring
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1so112participant_run.wav,run
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1RRI016participant_lock.wav,lock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1cc014participant_lamp.wav,lamp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1cc014participant_red.wav,red
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt214participant_fox.wav,fox
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1WA246participant_chick.wav,chick
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt214participant_red.wav,red
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1WA246participant_fan.wav,fan
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1WA246participant_rock.wav,rock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1RRI016participant_rock.wav,rock
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1cc014participant_ramp.wav,ramp
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt158participant_sun.wav,sun
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1pe088participant_leg.wav,leg
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1RRI016participant_socks.wav,socks
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1WA246participant_ship.wav,ship
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1pv038participant_red.wav,red
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1lt158participant_ring.wav,ring
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1pe088participant_sand.wav,sand
/home/cogsci-lasrlab/Documents/CSS_Capstone/KT1_data/5F/K1pe088participant_sick.wav,sick
